fecha	param	LR1	LR2	LR3	LT
2021-07-30	B02	0.0122	0.0109	0.0148	0.052
2021-07-30	B03	0.0247	0.0227	0.0229	0.0859
2021-07-30	B04	0.0155	0.0167	0.0153	0.099
2021-07-30	B05	0.019	0.0245	0.0243	0.0843
2021-07-30	B06	0.0057	0.0128	0.0145	0.0351
2021-07-30	B07	0.0053	0.0157	0.0166	0.0391
2021-07-30	B08	0.0169	0.0147	0.0175	0.0335
2021-07-30	B8A	0.0118	0.0151	0.0175	0.0228
2021-07-30	B11	0.0153	0.0228	0.0191	0.0157
2021-07-30	B12	0.0111	0.0134	0.0144	0.012
2021-08-04	B01	0.4628	0.4569	0.453	0.4614
2021-08-04	B02	0.4432	0.454	0.468	0.4396
2021-08-04	B03	0.4568	0.4588	0.4732	0.4464
2021-08-04	B04	0.4404	0.458	0.466	0.444
2021-08-04	B05	0.4443	0.4537	0.465	0.4537
2021-08-04	B06	0.4679	0.4711	0.4772	0.4679
2021-08-04	B07	0.4863	0.4865	0.4808	0.4788
2021-08-04	B08	0.5252	0.5252	0.5404	0.5156
2021-08-04	B8A	0.4977	0.4983	0.4938	0.4921
2021-08-04	B11	0.2352	0.2363	0.2388	0.25
2021-08-04	B12	0.2498	0.2485	0.2446	0.2548
2021-08-09	B01	0.8083	0.8092	0.8386	0.7651
2021-08-09	B02	0.9664	0.948	0.9504	0.9136
2021-08-09	B03	0.8328	0.8192	0.8288	0.794
2021-08-09	B04	0.8288	0.8264	0.84	0.792
2021-08-09	B05	0.848	0.856	0.8704	0.8235
2021-08-09	B06	0.8167	0.8213	0.8457	0.7894
2021-08-09	B07	0.8222	0.8354	0.8553	0.8018
2021-08-09	B08	0.8144	0.806	0.81	0.7752
2021-08-09	B8A	0.8134	0.8244	0.8532	0.7924
2021-08-09	B11	0.5514	0.5558	0.5781	0.5749
2021-08-09	B12	0.3934	0.4021	0.4319	0.4271
2021-08-14	B01	0.0489	0.0544	0.0518	0.1466
2021-08-14	B02	0.0378	0.0429	0.0428	0.1108
2021-08-14	B03	0.0514	0.054	0.055	0.1156
2021-08-14	B04	0.0352	0.0388	0.04	0.115
2021-08-14	B05	0.0448	0.0467	0.0503	0.1254
2021-08-14	B06	0.0403	0.0412	0.0433	0.1221
2021-08-14	B07	0.0357	0.0445	0.0473	0.1228
2021-08-14	B08	0.0415	0.0433	0.0434	0.1314
2021-08-14	B8A	0.0413	0.0412	0.0441	0.1297
2021-08-14	B11	0.0314	0.0358	0.0365	0.1399
2021-08-14	B12	0.0227	0.0271	0.0253	0.1184
2021-08-19	B01	0.0667	0.071	0.0678	0.0697
2021-08-19	B02	0.0815	0.0791	0.0804	0.0877
2021-08-19	B03	0.0868	0.0908	0.0914	0.103
2021-08-19	B04	0.0717	0.0725	0.0714	0.1019
2021-08-19	B05	0.0826	0.0849	0.084	0.1002
2021-08-19	B06	0.075	0.0736	0.0763	0.0746
2021-08-19	B07	0.0707	0.0782	0.0782	0.0772
2021-08-19	B08	0.0681	0.0698	0.0697	0.0694
2021-08-19	B8A	0.0565	0.0667	0.0637	0.0616
2021-08-19	B11	0.0342	0.0398	0.0367	0.0338
2021-08-19	B12	0.0189	0.0268	0.0255	0.0251
2021-08-24	B01	0.2067	0.2235	0.2208	0.1052
2021-08-24	B02	0.191	0.257	0.2064	0.0969
2021-08-24	B03	0.1804	0.232	0.2176	0.1052
2021-08-24	B04	0.1522	0.2032	0.1992	0.0899
2021-08-24	B05	0.1695	0.2298	0.2395	0.0956
2021-08-24	B06	0.1786	0.243	0.2544	0.0816
2021-08-24	B07	0.1819	0.235	0.2541	0.0791
2021-08-24	B08	0.1972	0.283	0.2404	0.0733
2021-08-24	B8A	0.1798	0.2183	0.2433	0.0689
2021-08-24	B11	0.1289	0.2109	0.2246	0.0373
2021-08-24	B12	0.1049	0.136	0.1625	0.0255
2021-08-29	B01	0.0187	0.0229	0.0263	0.0392
2021-08-29	B02	0.0219	0.0226	0.022	0.053
2021-08-29	B03	0.0482	0.049	0.0506	0.0816
2021-08-29	B04	0.0296	0.03	0.0306	0.0771
2021-08-29	B05	0.0443	0.0487	0.0506	0.0609
2021-08-29	B06	0.0154	0.0226	0.0233	0.0235
2021-08-29	B07	0.0231	0.0237	0.028	0.024
2021-08-29	B08	0.0197	0.02	0.0217	0.0235
2021-08-29	B8A	0.0196	0.016	0.0204	0.0173
2021-08-29	B11	0.0206	0.0319	0.026	0.0193
2021-08-29	B12	0.0145	0.021	0.0194	0.0188
2021-09-03	B01	0.2261	0.2125	0.2074	0.1316
2021-09-03	B02	0.184	0.199	0.2154	0.1334
2021-09-03	B03	0.189	0.1962	0.2106	0.1444
2021-09-03	B04	0.1784	0.179	0.2014	0.132
2021-09-03	B05	0.2171	0.21560000000000001	0.2253	0.1202
2021-09-03	B06	0.2443	0.2423	0.2402	0.0988
2021-09-03	B07	0.2573	0.2531	0.2409	0.1012
2021-09-03	B08	0.2228	0.2364	0.2692	0.0872
2021-09-03	B8A	0.2568	0.2693	0.2403	0.0857
2021-09-03	B11	0.2523	0.2428	0.239	0.0446
2021-09-03	B12	0.2119	0.2219	0.1981	0.034
2021-09-08	B01	0.4438	0.4444	0.4673	0.6086
2021-09-08	B02	0.4072	0.4332	0.464	0.61
2021-09-08	B03	0.3886	0.416	0.4144	0.562
2021-09-08	B04	0.3642	0.3688	0.3928	0.522
2021-09-08	B05	0.3934	0.3914	0.4115	0.5533
2021-09-08	B06	0.396	0.3917	0.4046	0.5303
2021-09-08	B07	0.398	0.3874	0.4005	0.5192
2021-09-08	B08	0.3928	0.4232	0.4252	0.5508
2021-09-08	B8A	0.3896	0.3803	0.3997	0.5054
2021-09-08	B11	0.165	0.1609	0.1658	0.1866
2021-09-08	B12	0.1679	0.1625	0.1693	0.1947
2021-09-13	B01	0.3631	0.36	0.3671	0.4467
2021-09-13	B02	0.2998	0.2998	0.3038	0.3536
2021-09-13	B03	0.2966	0.2956	0.2934	0.3432
2021-09-13	B04	0.273	0.2732	0.2752	0.324
2021-09-13	B05	0.2916	0.2914	0.2924	0.3441
2021-09-13	B06	0.3353	0.3356	0.3343	0.3791
2021-09-13	B07	0.3578	0.358	0.359	0.3961
2021-09-13	B08	0.3628	0.3646	0.3632	0.3916
2021-09-13	B8A	0.3743	0.37	0.3798	0.4058
2021-09-13	B11	0.2702	0.2722	0.2733	0.2813
2021-09-13	B12	0.2205	0.2205	0.2227	0.2393
2021-09-18	B01	0.0438	0.0544	0.0583	0.0987
2021-09-18	B02	0.058	0.0625	0.0658	0.1154
2021-09-18	B03	0.0769	0.0838	0.0877	0.1366
2021-09-18	B04	0.0558	0.0589	0.0655	0.1262
2021-09-18	B05	0.0785	0.0817	0.0849	0.1379
2021-09-18	B06	0.0585	0.0598	0.063	0.1478
2021-09-18	B07	0.0646	0.0671	0.0718	0.1573
2021-09-18	B08	0.0647	0.0751	0.0823	0.1582
2021-09-18	B8A	0.0562	0.0629	0.066	0.1557
2021-09-18	B11	0.0562	0.0637	0.0665	0.1529
2021-09-18	B12	0.0436	0.0512	0.0515	0.1238
2021-09-23	B01	0.0849	0.0956	0.0942	0.0847
2021-09-23	B02	0.0766	0.0769	0.0799	0.0879
2021-09-23	B03	0.1007	0.1013	0.104	0.0957
2021-09-23	B04	0.0852	0.0872	0.089	0.089
2021-09-23	B05	0.1081	0.1141	0.1154	0.0994
2021-09-23	B06	0.109	0.1111	0.1188	0.1019
2021-09-23	B07	0.1112	0.1172	0.1243	0.1048
2021-09-23	B08	0.1156	0.113	0.1202	0.1094
2021-09-23	B8A	0.1102	0.1196	0.1305	0.1069
2021-09-23	B11	0.0928	0.1009	0.1047	0.077
2021-09-23	B12	0.0742	0.0814	0.0841	0.0665
2021-09-28	B01	0.9394	0.9385	0.9376	0.9719
2021-09-28	B02	0.9792	0.9792	0.9816	1.0008
2021-09-28	B03	0.9952	0.9992	0.9968	1.0264
2021-09-28	B04	1.0016	1.0016	0.9992	1.0336
2021-09-28	B05	0.9804	0.9777	0.976	1.0069
2021-09-28	B06	0.9754	0.9726	0.973	1.0019
2021-09-28	B07	0.972	0.9708	0.9714	0.996
2021-09-28	B08	1.0488	1.0488	1.0488	1.0648
2021-09-28	B8A	0.9458	0.9488	0.9429	0.9663
2021-09-28	B11	0.2121	0.2142	0.2106	0.2105
2021-09-28	B12	0.2439	0.2457	0.2444	0.2454
2021-10-03	B01	0.1015	0.0979	0.1091	0.2301
2021-10-03	B02	0.1086	0.0847	0.1224	0.3028
2021-10-03	B03	0.1188	0.1226	0.1356	0.3116
2021-10-03	B04	0.091	0.119	0.1216	0.28
2021-10-03	B05	0.1269	0.1596	0.1459	0.3277
2021-10-03	B06	0.1173	0.2029	0.1575	0.3884
2021-10-03	B07	0.1263	0.2098	0.1551	0.396
2021-10-03	B08	0.1996	0.1592	0.241	0.432
2021-10-03	B8A	0.1423	0.2024	0.1291	0.3888
2021-10-03	B11	0.1192	0.1753	0.1443	0.3645
2021-10-03	B12	0.0946	0.1208	0.082	0.2915
2021-10-08	B01	1.1944	1.1948	1.1853	1.4156
2021-10-08	B02	1.1	1.1104	1.112	1.3136
2021-10-08	B03	1.0224	1.0224	1.012	1.192
2021-10-08	B04	0.9616	0.9656	0.96	1.1144
2021-10-08	B05	0.9959	1.0081	1.0045	1.2028
2021-10-08	B06	0.9326	0.9378	0.9319	1.0903
2021-10-08	B07	0.9174	0.922	0.9188	1.0327
2021-10-08	B08	0.8864	0.892	0.8856	1.0576
2021-10-08	B8A	0.8913	0.8931	0.8901	0.9884
2021-10-08	B11	0.5253	0.5339	0.5212	0.2202
2021-10-08	B12	0.4993	0.5057	0.484	0.2547
2021-10-13	B01	0.4567	0.3895	0.3807	0.4539
2021-10-13	B02	0.3366	0.342	0.3482	0.4048
2021-10-13	B03	0.304	0.3088	0.3106	0.3872
2021-10-13	B04	0.3142	0.2728	0.2702	0.3538
2021-10-13	B05	0.4072	0.3147	0.3098	0.4068
2021-10-13	B06	0.4576	0.3504	0.3393	0.4245
2021-10-13	B07	0.4683	0.3693	0.3702	0.4237
2021-10-13	B08	0.3672	0.368	0.382	0.4268
2021-10-13	B8A	0.4695	0.3875	0.3897	0.4175
2021-10-13	B11	0.3352	0.2458	0.2358	0.2209
2021-10-13	B12	0.3417	0.2653	0.2579	0.2265
2021-10-18	B01	0.026	0.0339	0.0284	0.0518
2021-10-18	B02	0.0251	0.0285	0.0265	0.0748
2021-10-18	B03	0.0538	0.0566	0.0561	0.1023
2021-10-18	B04	0.0328	0.0366	0.0335	0.1044
2021-10-18	B05	0.0524	0.0564	0.0558	0.086
2021-10-18	B06	0.0296	0.0297	0.0346	0.0488
2021-10-18	B07	0.037	0.0428	0.0324	0.0548
2021-10-18	B08	0.0315	0.0348	0.0323	0.0476
2021-10-18	B8A	0.0266	0.0382	0.0374	0.041
2021-10-18	B11	0.0272	0.0403	0.0368	0.0344
2021-10-18	B12	0.0203	0.0289	0.026	0.0282
2021-10-23	B01	1.2429	1.1836	1.1489	1.3754
2021-10-23	B02	1.0912	1.0704	1.1408	1.1168
2021-10-23	B03	1.0416	1.0032	1.04	1.0664
2021-10-23	B04	0.9848	0.9696	0.9576	1.2288
2021-10-23	B05	1.0143	0.9939	0.9777	1.3464
2021-10-23	B06	0.969	0.9513	0.922	1.2687
2021-10-23	B07	0.9661	0.9292	0.9093	1.1479
2021-10-23	B08	0.9352	0.8984	0.9464	0.9568
2021-10-23	B8A	0.9262	0.8839	0.8594	1.0632
2021-10-23	B11	0.184	0.1873	0.1668	0.2613
2021-10-23	B12	0.1048	0.0906	0.095	0.3119
2021-10-28	B01	0.0298	0.0376	0.0383	0.0356
2021-10-28	B02	0.0236	0.0223	0.0268	0.0425
2021-10-28	B03	0.0603	0.0586	0.06	0.0656
2021-10-28	B04	0.029	0.0302	0.0307	0.0826
2021-10-28	B05	0.0562	0.0464	0.0522	0.082
2021-10-28	B06	0.0326	0.0172	0.0241	0.0475
2021-10-28	B07	0.0445	0.0298	0.0284	0.0489
2021-10-28	B08	0.02	0.0234	0.0215	0.0338
2021-10-28	B8A	0.0305	0.02	0.0263	0.032
2021-10-28	B11	0.0299	0.0287	0.0315	0.0259
2021-10-28	B12	0.0249	0.0241	0.0184	0.0187
2021-11-02	B01	0.0393	0.05	0.0484	0.0438
2021-11-02	B02	0.0291	0.0307	0.0312	0.0451
2021-11-02	B03	0.0712	0.072	0.072	0.0666
2021-11-02	B04	0.0382	0.0406	0.0404	0.0807
2021-11-02	B05	0.0551	0.0579	0.0567	0.0817
2021-11-02	B06	0.0356	0.0273	0.0319	0.0447
2021-11-02	B07	0.0376	0.0373	0.0372	0.0494
2021-11-02	B08	0.0314	0.031	0.033	0.0363
2021-11-02	B8A	0.0249	0.029	0.0367	0.0345
2021-11-02	B11	0.0265	0.0338	0.0334	0.0267
2021-11-02	B12	0.0195	0.0245	0.0242	0.0179
2021-11-07	B01	0.3669	0.3696	0.2795	0.0833
2021-11-07	B02	0.4016	0.442	0.2942	0.0804
2021-11-07	B03	0.372	0.4168	0.2484	0.099
2021-11-07	B04	0.331	0.379	0.211	0.1086
2021-11-07	B05	0.3549	0.4093	0.2296	0.1073
2021-11-07	B06	0.4018	0.4371	0.2625	0.0632
2021-11-07	B07	0.4097	0.4491	0.2904	0.0589
2021-11-07	B08	0.4532	0.4928	0.3188	0.0403
2021-11-07	B8A	0.4119	0.433	0.2948	0.0504
2021-11-07	B11	0.3467	0.3674	0.2296	0.0341
2021-11-07	B12	0.2985	0.3141	0.2023	0.0273
2021-11-12	B01	0.0283	0.0453	0.0664	0.0418
2021-11-12	B02	0.0182	0.0205	0.1152	0.0411
2021-11-12	B03	0.0374	0.0383	0.1378	0.0662
2021-11-12	B04	0.0254	0.0257	0.1278	0.0768
2021-11-12	B05	0.0312	0.0366	0.1289	0.0662
2021-11-12	B06	0.0178	0.0162	0.1083	0.0333
2021-11-12	B07	0.0213	0.0216	0.1195	0.0356
2021-11-12	B08	0.021	0.0229	0.123	0.0314
2021-11-12	B8A	0.0155	0.0228	0.1166	0.0274
2021-11-12	B11	0.0231	0.0367	0.1038	0.0233
2021-11-12	B12	0.0181	0.0279	0.0885	0.0181
2021-11-17	B01	1.0728	1.0855	1.0948	0.6349
2021-11-17	B02	1.0336	1.0224	1.0224	0.546
2021-11-17	B03	0.944	0.9328	0.9328	0.5328
2021-11-17	B04	0.8664	0.856	0.8752	0.52
2021-11-17	B05	0.9125	0.9279	0.9368	0.5483
2021-11-17	B06	0.8558	0.8687	0.8819	0.5404
2021-11-17	B07	0.8426	0.8452	0.8567	0.5503
2021-11-17	B08	0.8672	0.868	0.8616	0.524
2021-11-17	B8A	0.8202	0.8156	0.8283	0.5404
2021-11-17	B11	0.5259	0.5402	0.5545	0.3891
2021-11-17	B12	0.391	0.3957	0.4185	0.3084
2021-11-22	B01	0.0545	0.0595	0.0594	0.0562
2021-11-22	B02	0.0637	0.053	0.0468	0.1094
2021-11-22	B03	0.0999	0.0849	0.0835	0.1394
2021-11-22	B04	0.0708	0.0593	0.0586	0.1534
2021-11-22	B05	0.0997	0.0826	0.0835	0.1578
2021-11-22	B06	0.0864	0.0788	0.0741	0.0924
2021-11-22	B07	0.0913	0.0839	0.0783	0.0958
2021-11-22	B08	0.0815	0.0812	0.0815	0.0852
2021-11-22	B8A	0.0922	0.0746	0.0801	0.084
2021-11-22	B11	0.0875	0.0813	0.0807	0.0723
2021-11-22	B12	0.0671	0.0615	0.0589	0.0607
2021-11-27	B01	0.07	0.0812	0.0774	0.0887
2021-11-27	B02	0.0974	0.081	0.1162	0.1378
2021-11-27	B03	0.1396	0.1186	0.1538	0.167
2021-11-27	B04	0.104	0.0948	0.1268	0.1792
2021-11-27	B05	0.1468	0.11	0.1432	0.1709
2021-11-27	B06	0.1033	0.0793	0.1001	0.1156
2021-11-27	B07	0.1095	0.0882	0.1015	0.1195
2021-11-27	B08	0.0924	0.0846	0.1146	0.119
2021-11-27	B8A	0.103	0.0963	0.0953	0.0946
2021-11-27	B11	0.0926	0.0908	0.102	0.0869
2021-11-27	B12	0.0823	0.072	0.0855	0.074
2021-12-02	B01	0.0727	0.0903	0.0678	0.0943
2021-12-02	B02	0.0832	0.1	0.1023	0.1138
2021-12-02	B03	0.1126	0.1244	0.144	0.1414
2021-12-02	B04	0.0988	0.1176	0.1296	0.166
2021-12-02	B05	0.1218	0.1175	0.1519	0.1795
2021-12-02	B06	0.0971	0.0988	0.1309	0.1166
2021-12-02	B07	0.1013	0.1068	0.1402	0.1196
2021-12-02	B08	0.0752	0.0931	0.1062	0.1032
2021-12-02	B8A	0.0965	0.094	0.1342	0.1118
2021-12-02	B11	0.0926	0.0958	0.1176	0.0904
2021-12-02	B12	0.0846	0.0877	0.1016	0.0767
2021-12-07	B01	0.05	0.0626	0.0365	0.0885
2021-12-07	B02	0.0672	0.0639	0.0175	0.1586
2021-12-07	B03	0.0861	0.0724	0.029	0.1968
2021-12-07	B04	0.0764	0.0696	0.022	0.2228
2021-12-07	B05	0.0794	0.0637	0.0336	0.2199
2021-12-07	B06	0.0693	0.0511	0.0275	0.1525
2021-12-07	B07	0.0725	0.0548	0.0356	0.1593
2021-12-07	B08	0.0682	0.0605	0.0216	0.1494
2021-12-07	B8A	0.0704	0.064	0.0306	0.1295
2021-12-07	B11	0.069	0.0661	0.0412	0.0965
2021-12-07	B12	0.0593	0.0576	0.0305	0.0886
2021-12-12	B01	0.787	0.7622	0.8289	1.4428
2021-12-12	B02	0.6456	0.5552	0.5176	1.2824
2021-12-12	B03	0.624	0.5332	0.5712	1.2024
2021-12-12	B04	0.6152	0.5848	0.598	1.1024
2021-12-12	B05	0.6917	0.6328	0.6745	1.2111
2021-12-12	B06	0.6655	0.6284	0.6821	1.0993
2021-12-12	B07	0.6545	0.6021	0.6863	1.0343
2021-12-12	B08	0.5848	0.4768	0.5092	1.0544
2021-12-12	B8A	0.6508	0.5915	0.6773	0.98
2021-12-12	B11	0.4905	0.4458	0.4846	0.4757
2021-12-12	B12	0.4366	0.3732	0.4418	0.4077
2021-12-17	B01	0.0772	0.0938	0.0576	0.1031
2021-12-17	B02	0.0971	0.1052	0.1292	0.1708
2021-12-17	B03	0.1322	0.147	0.1642	0.2128
2021-12-17	B04	0.104	0.1206	0.1446	0.2486
2021-12-17	B05	0.1404	0.1303	0.149	0.2407
2021-12-17	B06	0.1197	0.1184	0.1203	0.1634
2021-12-17	B07	0.1304	0.1244	0.1283	0.1744
2021-12-17	B08	0.0938	0.1114	0.1282	0.1656
2021-12-17	B8A	0.1352	0.1118	0.1279	0.1402
2021-12-17	B11	0.103	0.115	0.1114	0.0964
2021-12-17	B12	0.091	0.092	0.0963	0.0862
2021-12-22	B01	1.0049	1.0521	1.0443	0.3965
2021-12-22	B02	0.8544	0.8728	0.924	0.5604
2021-12-22	B03	0.7652	0.7884	0.852	0.5404
2021-12-22	B04	0.7584	0.7928	0.814	0.4844
2021-12-22	B05	0.8348	0.8748	0.9	0.5126
2021-12-22	B06	0.8076	0.839	0.8633	0.4807
2021-12-22	B07	0.7727	0.8155	0.8372	0.4429
2021-12-22	B08	0.7612	0.7928	0.8352	0.5596
2021-12-22	B8A	0.7528	0.7869	0.8135	0.4416
2021-12-22	B11	0.4681	0.4916	0.501	0.3254
2021-12-22	B12	0.3929	0.4107	0.4196	0.2713
2021-12-27	B01	0.0595	0.0686	0.0649	0.1166
2021-12-27	B02	0.077	0.0898	0.099	0.1566
2021-12-27	B03	0.1212	0.132	0.1432	0.1946
2021-12-27	B04	0.0891	0.0972	0.1166	0.226
2021-12-27	B05	0.145	0.1422	0.155	0.2653
2021-12-27	B06	0.1005	0.1129	0.1145	0.2774
2021-12-27	B07	0.1081	0.1161	0.1182	0.291
2021-12-27	B08	0.0904	0.1012	0.1152	0.27
2021-12-27	B8A	0.0912	0.1144	0.1042	0.2626
2021-12-27	B11	0.0779	0.1007	0.0953	0.1772
2021-12-27	B12	0.068	0.0795	0.0789	0.1193
2022-01-01	B01	0.0525	0.0557	0.0485	0.0919
2022-01-01	B02	0.0973	0.0344	0.0421	0.1092
2022-01-01	B03	0.1572	0.0883	0.0974	0.162
2022-01-01	B04	0.1028	0.0463	0.0506	0.221
2022-01-01	B05	0.1727	0.1098	0.1137	0.2375
2022-01-01	B06	0.1277	0.0663	0.0689	0.1862
2022-01-01	B07	0.1318	0.0763	0.0708	0.1966
2022-01-01	B08	0.1238	0.0587	0.065	0.1644
2022-01-01	B8A	0.1168	0.047	0.0511	0.1491
2022-01-01	B11	0.0816	0.0374	0.0383	0.0466
2022-01-01	B12	0.0686	0.0298	0.0289	0.038
2022-01-06	B01	0.0417	0.047	0.0375	0.1056
2022-01-06	B02	0.0505	0.0487	0.0426	0.1608
2022-01-06	B03	0.1032	0.1028	0.0955	0.2132
2022-01-06	B04	0.0631	0.0588	0.0504	0.2754
2022-01-06	B05	0.121	0.1143	0.1149	0.294
2022-01-06	B06	0.085	0.0713	0.0773	0.2415
2022-01-06	B07	0.092	0.0847	0.0848	0.2573
2022-01-06	B08	0.0778	0.0748	0.0729	0.2342
2022-01-06	B8A	0.0737	0.0764	0.0693	0.2173
2022-01-06	B11	0.0572	0.0633	0.0601	0.0884
2022-01-06	B12	0.0444	0.044	0.0423	0.0754
2022-01-11	B01	0.0428	0.0503	0.0473	0.0789
2022-01-11	B02	0.039	0.0401	0.0393	0.0985
2022-01-11	B03	0.1007	0.1026	0.0938	0.1572
2022-01-11	B04	0.0462	0.0482	0.0437	0.2118
2022-01-11	B05	0.1165	0.1185	0.115	0.2182
2022-01-11	B06	0.0655	0.0759	0.0789	0.1587
2022-01-11	B07	0.0697	0.0806	0.083	0.1709
2022-01-11	B08	0.0664	0.0658	0.0695	0.152
2022-01-11	B8A	0.0514	0.0538	0.0546	0.1266
2022-01-11	B11	0.0295	0.037	0.0334	0.024
2022-01-11	B12	0.0212	0.0268	0.0259	0.0208
2022-01-16	B01	0.0384	0.0481	0.0401	0.0867
2022-01-16	B02	0.0328	0.0518	0.0345	0.1242
2022-01-16	B03	0.093	0.1182	0.0975	0.1814
2022-01-16	B04	0.0452	0.0703	0.0478	0.2346
2022-01-16	B05	0.1192	0.1408	0.1249	0.257
2022-01-16	B06	0.0641	0.0875	0.0719	0.1958
2022-01-16	B07	0.0709	0.0907	0.0783	0.2072
2022-01-16	B08	0.0561	0.0743	0.0588	0.1738
2022-01-16	B8A	0.0463	0.0678	0.0471	0.172
2022-01-16	B11	0.0333	0.0624	0.0408	0.0503
2022-01-16	B12	0.0273	0.0521	0.0354	0.0422
2022-01-21	B01	0.0373	0.0487	0.0459	0.0767
2022-01-21	B02	0.0313	0.0422	0.0307	0.0968
2022-01-21	B03	0.1018	0.1162	0.1028	0.1542
2022-01-21	B04	0.0455	0.0571	0.0452	0.209
2022-01-21	B05	0.123	0.1319	0.1262	0.2168
2022-01-21	B06	0.0674	0.0695	0.0657	0.1497
2022-01-21	B07	0.0705	0.0791	0.0688	0.1571
2022-01-21	B08	0.0569	0.0583	0.0567	0.1306
2022-01-21	B8A	0.0414	0.0484	0.0456	0.1119
2022-01-21	B11	0.0271	0.0364	0.0323	0.037
2022-01-21	B12	0.0229	0.0304	0.0237	0.0263
2022-01-26	B01	0.16	0.1664	0.1494	0.1902
2022-01-26	B02	0.1424	0.151	0.1506	0.2294
2022-01-26	B03	0.1871	0.182	0.1842	0.2534
2022-01-26	B04	0.182	0.1536	0.1502	0.263
2022-01-26	B05	0.2354	0.2069	0.2036	0.2912
2022-01-26	B06	0.2339	0.1947	0.178	0.2843
2022-01-26	B07	0.2253	0.2137	0.1848	0.2979
2022-01-26	B08	0.1697	0.1593	0.1612	0.3002
2022-01-26	B8A	0.1899	0.1988	0.1726	0.2829
2022-01-26	B11	0.2102	0.1774	0.1521	0.2565
2022-01-26	B12	0.1551	0.1674	0.1466	0.218
2022-01-31	B01	0.1389	0.1513	0.1409	0.1843
2022-01-31	B02	0.1357	0.1347	0.137	0.21
2022-01-31	B03	0.1986	0.1936	0.1916	0.2582
2022-01-31	B04	0.1429	0.1432	0.1442	0.3194
2022-01-31	B05	0.2254	0.2142	0.2246	0.3347
2022-01-31	B06	0.1586	0.1629	0.1703	0.2675
2022-01-31	B07	0.1626	0.1715	0.1723	0.2771
2022-01-31	B08	0.1527	0.156	0.16	0.2578
2022-01-31	B8A	0.1364	0.1311	0.1391	0.2304
2022-01-31	B11	0.1225	0.1254	0.1265	0.1234
2022-01-31	B12	0.1173	0.1181	0.122	0.1159
2022-02-05	B01	0.1449	0.1477	0.1417	0.1993
2022-02-05	B02	0.1421	0.1396	0.1432	0.2276
2022-02-05	B03	0.2048	0.2062	0.2064	0.2862
2022-02-05	B04	0.1436	0.1441	0.1486	0.3562
2022-02-05	B05	0.2321	0.2326	0.236	0.3849
2022-02-05	B06	0.1793	0.1764	0.174	0.3263
2022-02-05	B07	0.1802	0.1832	0.1831	0.3367
2022-02-05	B08	0.1628	0.1629	0.1642	0.3104
2022-02-05	B8A	0.1489	0.142	0.1455	0.2905
2022-02-05	B11	0.1232	0.1333	0.1309	0.1271
2022-02-05	B12	0.1139	0.1258	0.1216	0.1207
2022-02-10	B01	0.1491	0.159	0.1566	0.1946
2022-02-10	B02	0.1488	0.1503	0.1516	0.22
2022-02-10	B03	0.2144	0.2144	0.2116	0.2768
2022-02-10	B04	0.151	0.1552	0.1549	0.3454
2022-02-10	B05	0.2262	0.2302	0.2292	0.3589
2022-02-10	B06	0.1624	0.1743	0.1789	0.3182
2022-02-10	B07	0.1679	0.1733	0.1793	0.325
2022-02-10	B08	0.1552	0.1584	0.1637	0.3046
2022-02-10	B8A	0.1309	0.1431	0.1425	0.2814
2022-02-10	B11	0.119	0.1291	0.1259	0.1191
2022-02-10	B12	0.1147	0.1241	0.1225	0.114
2022-02-15	B01	0.1469	0.1583	0.1485	0.1884
2022-02-15	B02	0.1506	0.1505	0.1511	0.2198
2022-02-15	B03	0.2042	0.2058	0.2054	0.2716
2022-02-15	B04	0.1493	0.1485	0.1501	0.3298
2022-02-15	B05	0.2181	0.2243	0.2228	0.3482
2022-02-15	B06	0.1711	0.1756	0.1648	0.3052
2022-02-15	B07	0.1714	0.1859	0.1718	0.3189
2022-02-15	B08	0.1613	0.1586	0.1558	0.297
2022-02-15	B8A	0.1437	0.1477	0.144	0.2847
2022-02-15	B11	0.1246	0.1453	0.1307	0.1324
2022-02-15	B12	0.1178	0.1313	0.1216	0.1286
2022-02-20	B01	2.7549	2.8103	2.8393	1.8298
2022-02-20	B02	1.9263	1.7728	1.7824	1.3952
2022-02-20	B03	1.5968	1.5776	1.5736	1.1456
2022-02-20	B04	1.3216	1.3176	1.2888	0.9616
2022-02-20	B05	1.4402	1.4628	1.4679	1.06
2022-02-20	B06	1.2981	1.3491	1.3677	1.0064
2022-02-20	B07	1.2216	1.2487	1.2675	0.9336
2022-02-20	B08	1.1784	1.1192	1.1312	0.8904
2022-02-20	B8A	1.1277	1.1142	1.132	0.8393
2022-02-20	B11	0.6748	0.6917	0.7038	0.5683
2022-02-20	B12	0.5624	0.5631	0.5704	0.4577
2022-02-25	B01	0.1297	0.1437	0.1403	0.1907
2022-02-25	B02	0.1283	0.1299	0.1346	0.2292
2022-02-25	B03	0.1612	0.1636	0.1688	0.2852
2022-02-25	B04	0.1288	0.1324	0.1362	0.353
2022-02-25	B05	0.1744	0.1817	0.1826	0.3602
2022-02-25	B06	0.1326	0.1382	0.134	0.3024
2022-02-25	B07	0.1405	0.1384	0.1456	0.3213
2022-02-25	B08	0.1249	0.1233	0.1295	0.2812
2022-02-25	B8A	0.1126	0.1251	0.1257	0.2761
2022-02-25	B11	0.1207	0.1358	0.1297	0.1299
2022-02-25	B12	0.1139	0.1217	0.1231	0.1239
